ID,alternativeTitle,contactDetails,country,creationDate,creator,description,endDate,format,formatDetails,function,isbn,issn,language,name,releaseDate,sourceRecordLink,startDate,subTitle,title,type,url
00016361,Wreck-of-BATAVIA,,Nederland,0000/1629,,"This seal is one of several thousand objects recovered from the wreck of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. The object is attached to a document, usually in addition to a signature, as a guarantee of authenticity.",1629-12-31,Seal,,,,,,Seal,,https://collections.sea.museum/objects/33080,1629-01-01,,"Seal, excavated from the wreck site of the BATAVIA",Ephemera,https://collections.sea.museum/collections
00016362,Wreck-of-BATAVIA,,Netherlands,0000/1629,,"This seal is one of several thousand objects recovered from the wreck of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. The object is attached to a document, usually in addition to a signature, as a guarantee of authenticity.",1629-12-31,Seal,,,,,,Seal,,https://collections.sea.museum/objects/33081,1629-01-01,,"Seal, excavated from the wreck site of the BATAVIA",Ephemera,https://collections.sea.museum/collections
00016363,Wreck-of-BATAVIA,,Netherlands,0000/1629,,"This seal is one of several thousand objects recovered from the wreck of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. The object is attached to a document, usually in addition to a signature, as a guarantee of authenticity.",1629-12-31,Seal,,,,,,Seal,,https://collections.sea.museum/objects/33082,1629-01-01,,"Seal, excavated from the wreck site of the BATAVIA",Ephemera,https://collections.sea.museum/collections
00016376,Wreck-of-BATAVIA,,,1624,United Provinces of the Netherlands,"This 1624 Rijksdaalder coin is one of several thousand objects recovered from the wreck of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. The coins were issued by the Republic of the Seven United Netherlands and depict William the Silent who led the Dutch revolt.",1624-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33095,1624-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016377,Wreck-of-BATAVIA,,Frankfurt,1623,Emperor Ferdinand II House of Hapsburg,"This 1623 coin of the Free Imperial City of Frankfurt is one of several thousand objects recovered from the wreck of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629.

",1623-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33096,1623-01-01,,"Thaler of the City of Frankfurt, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016378,Wreck-of-BATAVIA,,Overijssel,1619,United Provinces of the Netherlands,"This 1619 coin is one of several thousand objects recovered from the wreck of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. It was issued by the newly independant United Provinces of the Netherlands, of which Overijssel was one.",1619-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33097,1619-01-01,,"Rijksdaalder of Overijssel, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016379,Wreck-of-BATAVIA,,Deventer,1619/1621,Emperor Ferdinand II House of Hapsburg,"Silver coin of the city state of Deventer in the United Provinces of the Netherlands issued in the name of  Holy Roman Emperor Ferdinand II. The city had gained the right to mint coinage from the Holy Roman Emperors and continued to mint coins under their names after becoming part of the United Provinces as a source of income. The coin was excavated from wrecksite of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. 
",1621-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33098,1619-01-01,,"Thaler of the City of Deventer in the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016422,Wreck-of-BATAVIA,,,1560/1598,King Philip II House of Hapsburg,"Silver coin issued by Philip II of Spain as Lord of the Seventeen Provinces of the Netherlands. Seven of the provinces successfully rebelled to form the United Provinces of the Netherlands in 1581. This coin was excavated from the BATAVIA, a VOC ship that was wrecked off the coast of Western Australia in 1629.",1598-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/32976,1560-01-01,,"Daalder of Philip II Lord of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016429,Wreck-of-BATAVIA,,,1606/1628,United Provinces of the Netherlands,"This silver coin of the United Provinces of the Netherlands was excavated from the BATAVIA, a Dutch East India Company vessel wrecked off the Western Australian coast in 1629. The obverse bears an image of William the Silent, the surviving inscription records the minting province 'HOL' for Holland.",1628-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/32983,1606-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016431,Wreck-of-BATAVIA,,,1625,United Provinces of the Netherlands,"This silver coin was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. Rijksdaalders were issued by the provinces of Brabant, Flanders, Gelderland, Holland, Overijssel, Utrecht and Zeeland.",1625-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/32985,1625-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA.",Coins and medals,https://collections.sea.museum/collections
00016445,Wreck-of-BATAVIA,,,1623,United Provinces of the Netherlands,"This silver coin was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. Rijksdaalders were issued by the United provinces of Brabant, Flanders, Gelderland, Holland, Overijssel, Utrecht and Zeeland. ",1623-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/32992,1623-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA.",Coins and medals,https://collections.sea.museum/collections
00016447,Wreck-of-BATAVIA,,,1618/1628,United Provinces of the Netherlands,"This silver coin was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. Rijksdaalders were issued by the United provinces of Brabant, Flanders, Gelderland, Holland, Overijssel, Utrecht and Zeeland. ",1628-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/32994,1618-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA.",Coins and medals,https://collections.sea.museum/collections
00016452,Wreck-of-BATAVIA,,,1618/1628,United Provinces of the Netherlands,"This silver coin was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. Rijksdaalders were issued by the United provinces of Brabant, Flanders, Gelderland, Holland, Overijssel, Utrecht and Zeeland. ",1628-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/32999,1618-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016454,Wreck-of-BATAVIA,,,1622,United Provinces of the Netherlands,"This silver coin was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. Rijksdaalders were issued by the United provinces of Brabant, Flanders, Gelderland, Holland, Overijssel, Utrecht and Zeeland. ",1622-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33001,1622-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016461,Wreck-of-BATAVIA,,,1610,United Provinces of the Netherlands,"This silver coin was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. Rijksdaalders were issued by the United provinces of Brabant, Flanders, Gelderland, Holland, Overijssel, Utrecht and Zeeland. ",1616-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33008,1610-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA.",Coins and medals,https://collections.sea.museum/collections
00016463,Wreck-of-BATAVIA,,,1623,United Provinces of the Netherlands,"This silver coin was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. Rijksdaalders were issued by the United provinces of Brabant, Flanders, Gelderland, Holland, Overijssel, Utrecht and Zeeland. ",1623-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33010,1623-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA.",Coins and medals,https://collections.sea.museum/collections
00016357,Wreck-of-BATAVIA,,Netherlands,0000/1629,,"This button is one of several thousand objects recovered from the wreck of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629.",1629-12-31,Button,,,,,,Button,,https://collections.sea.museum/objects/33076,1629-01-01,,"Button, excavated from the wreck site of the BATAVIA",Clothing and personal items,https://collections.sea.museum/collections
00016359,Wreck-of-BATAVIA,,Netherlands,0000/1629,,"This button is one of several thousand objects recovered from the wreck of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629.",1629-12-31,Button,,,,,,Button,,https://collections.sea.museum/objects/33078,1629-01-01,,"Button,  excavated from the wreck site of the BATAVIA",Clothing and personal items,https://collections.sea.museum/collections
00016364,Wreck-of-BATAVIA,,Netherlands,0000/1629,,"An apothecary jar made from earthenware - baked clay, ceramic with a glazed interior base. 

This jar is one of several thousand objects recovered from the wreck of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. It would have housed some form of medicine.",1629-12-31,Apothecary jar,,,,,,Apothecary jar,,https://collections.sea.museum/objects/33083,1629-01-01,,"Apothecary jar, excavated from the wreck site of the BATAVIA",Tools and equipment,https://collections.sea.museum/collections
00016373,Wreck-of-BATAVIA,,Wolfenbüttel,1623,Duke Frederick Ulrich House of Welf,"This 1623 silver coin is from the principality of Brunswick-Wolfenbüttel in the Holy Roman Empire it bears an image of the 'Wildman' on one side and the coat of arms and name of the name of the duke, Friedrich Ulrich of  Brunswick-Lüneburg, on the other. 

The Wildman is often depicted with a tree trunk or large club in his hand, emphasising his powerful strength. He was a well-known myth across Europe, taking various forms and often used as an explanation for unusual events - such as strange weather patterns or missing people. The Wildman was feared due to his strength and mystery but you could be protected against him if you carried a likeness of him with you. Thus he began to appear on coins from around 1530 beginning with those of Henry the Younger of Brunswick-Wolfenbüttel. 

It was recovered from the wreck of the BATAVIA, a Dutch East India Company vessel wrecked off the Western Australian coast in 1629.


",1623-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33092,1623-01-01,,"Thaler of Frederick Ulrich, Prince of Brunswick-Wolfenbüttel, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016375,Wreck-of-BATAVIA,,Zeeland,1623,United Provinces of the Netherlands,"This 1623 rijksdaalder coin is one of several thousand objects recovered from the wreck of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. The coins were issued by the seven United Provinces of the Netherlands, of which Zeeland was one. William the Silent, the leader of the Dutch revolt appears on the obverse with a sword over his right shoulder and holding the coat of arms of Zeeland in his left hand.",1623-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33094,1623-01-01,,"Rijksdaalder of Zeeland, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016382,Wreck-of-BATAVIA,,,1602,United Provinces of the Netherlands,"United Provinces of the Netherlands rijksdaalder, called a prinsendaalder as it bears a portrait of William of Orange, the leader of the Dutch revolt.  Minted in Holland one of the seven United Provinces. It was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629.",1602-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33101,1602-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016384,Wreck-of-BATAVIA,,,1606/1628,United Provinces of the Netherlands,"Silver coin of the United Provinces of the Netherlands minted in Holland (one of the seven united provinces). It was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629.",1628-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33103,1606-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016397,Wreck-of-BATAVIA,,,1560/1598,King Philip II House of Hapsburg,"This silver coin was issued by Philip II of Spain as Lord of the Seventeen Provinces of the Netherlands in the late 1500s. It was one of hundreds of coins excavated from the wreck of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629.

",1598-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33108,1560-01-01,,"Daalder of Philip II Lord of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016423,Wreck-of-BATAVIA,,,1583/1585,United Provinces of the Netherlands,"Silver prinsendaalder issued for the Counties of Holland and Zeeland, two of the seven United Provinces of the Netherlands. A portrait of William the Silent, the Stadtholder of both provinces, would have appeared on the verso of the coin, but it has been erased. The coin was excavated from the BATAVIA, a Dutch East India Company vessel wrecked off the Western Australian coast in 1629.",1585-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/32977,1583-01-01,,"Rijksdaalder of Holland and Zeeland, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016430,Wreck-of-BATAVIA,,,1618/1628,United Provinces of the Netherlands,"This silver coin was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. Rijksdaalders were issued by the United provinces of Brabant, Flanders, Gelderland, Holland, Overijssel, Utrecht and Zeeland. 
",1628-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/32984,1618-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016432,Wreck-of-BATAVIA,,,1620,United Provinces of the Netherlands,"This silver coin was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. Rijksdaalders were issued by the United provinces of Brabant, Flanders, Gelderland, Holland, Overijssel, Utrecht and Zeeland under their federal government, the Estates General.",1620-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/32986,1620-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA.",Coins and medals,https://collections.sea.museum/collections
00016437,Wreck-of-BATAVIA,,,1618/1628,United Provinces of the Netherlands,"This silver coin was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. Rijksdaalders were issued by the United provinces of Brabant, Flanders, Gelderland, Holland, Overijssel, Utrecht and Zeeland. ",1628-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/32991,1618-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA.",Coins and medals,https://collections.sea.museum/collections
00016446,Wreck-of-BATAVIA,,,1618/1628,United Provinces of the Netherlands,"This silver coin was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. Rijksdaalders were issued by the United provinces of Brabant, Flanders, Gelderland, Holland, Overijssel, Utrecht and Zeeland. ",1628-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/32993,1618-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016453,Wreck-of-BATAVIA,,,1618/1628,United Provinces of the Netherlands,"This silver coin was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. Rijksdaalders were issued by the United provinces of Brabant, Flanders, Gelderland, Holland, Overijssel, Utrecht and Zeeland. ",1628-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33000,1618-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016455,Wreck-of-BATAVIA,,,1618/1628,United Provinces of the Netherlands,"This silver coin was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. Rijksdaalders were issued by the United provinces of Brabant, Flanders, Gelderland, Holland, Overijssel, Utrecht and Zeeland. ",1628-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33002,1618-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016462,Wreck-of-BATAVIA,,,1618/1628,United Provinces of the Netherlands,"This silver coin was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. Rijksdaalders were issued by the United provinces of Brabant, Flanders, Gelderland, Holland, Overijssel, Utrecht and Zeeland. ",1628-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33009,1618-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA.",Coins and medals,https://collections.sea.museum/collections
00016464,Wreck-of-BATAVIA,,,1564/1581,King Philip II House of Hapsburg,"This silver coin was excavated from the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629.",1581-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33011,1564-01-01,,"Daalder of Philip II, Lord of the Netherlands, from the wreck of the BATAVIA.",Coins and medals,https://collections.sea.museum/collections
00016356,Wreck-of-BATAVIA,,Netherlands,0000/1629,,"This button is one of several thousand objects recovered from the wreck of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629.",1629-12-31,Button,,,,,,Button,,https://collections.sea.museum/objects/33075,1629-01-01,,"Button, excavated from the wreck site of the BATAVIA",Clothing and personal items,https://collections.sea.museum/collections
00016358,Wreck-of-BATAVIA,,Netherlands,0000/1629,,"This button is one of several thousand objects recovered from the wreck of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629.",1629-12-31,Button,,,,,,Button,,https://collections.sea.museum/objects/33077,1629-01-01,,"Button, excavated from the wreck site of the BATAVIA",Clothing and personal items,https://collections.sea.museum/collections
00016365,Wreck-of-BATAVIA,,Netherlands,0000/1629,,"These pins are some of several thousand objects recovered from the wreck of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629.",1629-12-31,Pin,,,,,,Pin,,https://collections.sea.museum/objects/33084,1629-01-01,,Dressmaking pins excavated from the wreck site of the BATAVIA,Tools and equipment,https://collections.sea.museum/collections
00016372,Wreck-of-BATAVIA,,,1619,United Provinces of the Netherlands,"This 1619 Rijksdaalder coin is one of several hundred objects recovered from the wreck of the BATAVIA, a Dutch East India Company vessel wrecked off the Western Australian coast in 1629. Rijksdaalders were issued by the United Provinces of the Netherlands, this one has the initials 'GEL' for the province of Gelderland.

",1619-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33091,1619-01-01,,"Rijksdaalder of Gelderland, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016374,Wreck-of-BATAVIA,,Utrecht,1620,United Provinces of the Netherlands,"This 1620 rijksdaalder is one of several hundred objects recovered from the wreck of the BATAVIA, a Dutch East India Company vessel wrecked off the Western Australian coast in 1629. 

",1620-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33093,1620-01-01,,"Rijksdaalder of Utrecht, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016381,Wreck-of-BATAVIA,,,1567,King Philip II House of Hapsburg,Silver coin issued in 1567 by Philip II of Spain as ruler of the Seventeen Provinces of the Netherlands. The seven northern provinces successfully rebelled declaring independance as the Provinces of the Netherlands in 1581. This coin was recovered from the wreck of the BATAVIA wrecked in 1629.,1567-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33100,1567-01-01,,"Daalder of Philip II Lord of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016383,Wreck-of-BATAVIA,,,1560/1598,King Philip II House of Hapsburg,"Silver coin issued by Philip II of Spain as Lord of the Seventeen Provinces of the Netherlands. Seven of the provinces successfully rebelled to form the United Provinces of the Netherlands in 1581. This coin was excavated from the BATAVIA, a VOC ship that was wrecked off the coast of Western Australia in 1629.
",1598-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33102,1560-01-01,,"Daalder of Philip II Lord of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016398,Wreck-of-BATAVIA,,,1622,United Provinces of the Netherlands,"United Provinces of the Netherlands rijksdaalder minted in Holland (one of the seven United Provinces). It was excavated from the BATAVIA, a VOC vessel wrecked off the Western Australian coast in 1629.",1622-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33109,1622-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016400,Wreck-of-BATAVIA,,,1591,King Philip II House of Hapsburg,"Silver coin of Philip II of Spain as Duke of Gelderland and Burgundy, excavated from the wreck of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629. 

",1591-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33111,1591-01-01,,"Daalder of Philip II, Duke of Gelderland and Lord of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016380,Wreck-of-BATAVIA,,,1568,King Philip II House of Hapsburg,"Silver coin issued by Philip II of Spain in 1568 as Lord of the Seventeen Provinces of the Netherlands. It was recovered from the wreck of the BATAVIA, a Dutch vessel wrecked off the Western Australian coast in 1629.",1568-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33099,1568-01-01,,"Daalder of Philip II Lord of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016401,Wreck-of-BATAVIA,,,1622,United Provinces of the Netherlands,"Silver coin of the United Provinces of the Netherlands minted in Holland (one of the seven united provinces). It was excavated from the BATAVIA, a VOC vessel wrecked off the Western Australian coast in 1629.",1622-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33112,1622-01-01,,"Rijksdaalder of Holland, United Provinces of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016402,Wreck-of-BATAVIA,,Holland,1560/1598,King Philip II House of Hapsburg,"Silver coin issued by Philip II of Spain as Lord of the Seventeen Provinces of the Netherlands. Seven of the provinces successfully rebelled to form the United Provinces of the Netherlands in 1581. This coin was excavated from the BATAVIA, a VOC ship that was wrecked off the coast of Western Australia in 1629.",1598-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33113,1560-01-01,,"Daalder of Philip II Lord of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
00016403,Wreck-of-BATAVIA,,,1560/1598,King Philip II House of Hapsburg,"Silver coin issued by Philip II of Spain as Lord of the Seventeen Provinces of the Netherlands. Seven of the provinces successfully rebelled to form the United Provinces of the Netherlands in 1581. This coin was excavated from the BATAVIA, a VOC ship that was wrecked off the coast of Western Australia in 1629.",1598-12-31,Coin,,,,,,Coin,,https://collections.sea.museum/objects/33114,1560-01-01,,"Daalder of Philip II Lord of the Netherlands, from the wreck of the BATAVIA",Coins and medals,https://collections.sea.museum/collections
